text,label,label_name,kategori,stars,source_column
Matcha enak dan tempat bagus.,1,Positif,"Rasa, Tempat",5.0,perbaikan
Matcha enak dan suasana nyaman.,1,Positif,"Rasa, Tempat",5.0,perbaikan
Matcha enak dan pekat.,1,Positif,Rasa,5.0,perbaikan
Matcha enak dan menyegarkan.,1,Positif,Rasa,5.0,perbaikan
Matcha enak dan ambience bagus.,1,Positif,"Rasa, Tempat",5.0,perbaikan
Matcha dan menu lain enak.,1,Positif,Rasa,5.0,perbaikan
Matcha dan makanan enak.,1,Positif,Rasa,5.0,perbaikan
Matcha dan kopi enak.,1,Positif,Rasa,5.0,perbaikan
Matcha dan ice cream enak balance.,1,Positif,Rasa,5.0,perbaikan
"Matcha dan hojicha sangat enak, tempat bersih dan cozy, pelayanan ramah.",1,Positif,"Rasa, Tempat, Pelayanan",5.0,perbaikan
Matcha dan hojicha enak.,1,Positif,Rasa,5.0,perbaikan
Matcha dan dessert enak.,1,Positif,Rasa,4.0,perbaikan
Matcha dan cheesecake sangat enak.,1,Positif,Rasa,5.0,perbaikan
Matcha dan cheesecake enak tetapi cukup mahal.,1,Positif,"Rasa, Harga",5.0,perbaikan
Matcha coffee enak.,1,Positif,Rasa,4.0,perbaikan
Matcha cheesecake sangat enak.,1,Positif,Rasa,5.0,perbaikan
"Matcha cheesecake enak, staf ramah.",1,Positif,"Rasa, Pelayanan",5.0,perbaikan
Matcha cheesecake balance dan enak.,1,Positif,Rasa,5.0,perbaikan
Matcha berkualitas tinggi.,1,Positif,Rasa,5.0,perbaikan
"Matcha azuki enak, staf ramah.",1,Positif,"Rasa, Pelayanan",5.0,perbaikan
Matcha autentik.,1,Positif,Rasa,5.0,perbaikan
"Matcha autentik, wajib dikunjungi bagi pecinta matcha.",1,Positif,Rasa,5.0,perbaikan
Matcha autentik di Gandaria City.,1,Positif,Rasa,5.0,perbaikan
Matcha autentik dan pahit.,1,Positif,Rasa,4.0,perbaikan
Matcha autentik dan makanan lengkap.,1,Positif,Rasa,3.0,perbaikan
Matcha autentik dan enak.,1,Positif,Rasa,5.0,perbaikan
Mantap.,1,Positif,Umum,5.0,perbaikan
Makanannya enak dan tempatnya baik.,1,Positif,"Rasa, Tempat",5.0,perbaikan
Makanannya enak dan staf ramah.,1,Positif,"Rasa, Pelayanan",5.0,perbaikan
"Makanan sangat lezat dan disiapkan dengan baik. Staf ramah dan perhatian, pengalaman sangat menyenangkan.",1,Positif,"Rasa, Pelayanan",5.0,perbaikan
Makanan enak.,1,Positif,Rasa,5.0,perbaikan
"Makanan enak, tempat bagus, pelayanan ramah.",1,Positif,"Rasa, Tempat, Pelayanan",5.0,perbaikan
"Makanan enak, pelayanan ramah.",1,Positif,Rasa,5.0,perbaikan
Makanan enak tapi croissant kurang.,1,Positif,Rasa,5.0,perbaikan
Makanan enak dan tempatnya baik.,1,Positif,"Rasa, Tempat",5.0,perbaikan
Makanan enak dan porsi banyak.,1,Positif,Rasa,5.0,perbaikan
Makanan enak dan pelayanan baik.,1,Positif,"Rasa, Pelayanan",5.0,perbaikan
Makanan dan minuman enak.,1,Positif,Rasa,5.0,perbaikan
"Makanan dan minuman enak, tempat nyaman.",1,Positif,"Rasa, Tempat",5.0,perbaikan
"Lokasinya mudah ditemukan karena berada di dalam mal Gandaria City, tepatnya di lantai ground. Area makan di tempatnya lumayan luas karena tersedia di bagian belakang tempat pemesanan serta di area seberangnya. Jumlah staf cukup banyak sehingga waktu tunggu pesanan tidak terlalu lama. Namun, meskipun banyak staf yang bertugas, saat saya berdiri di depan kasir untuk melihat menu, tidak ada yang menyadari kedatangan saya karena mereka sedang mengobrol dan menggunakan ponsel. Meski demikian, hal tersebut tidak menjadi masalah besar. Saya datang pada hari Rabu pukul 19.30 WIB; saat itu etalase pastry sudah kosong, sehingga pilihan menu hanya dapat dilihat melalui tampilan layar menu saja. Desain area makan di tempatnya cukup nyaman, tersedia sofa, serta suasananya tenang. Seluruh dekorasi ruangan berpadu serasi dengan nuansa warna hijau. Berikut adalah menu yang saya pesan: Matcha Milk: Rp60.000 untuk penyajian dingin, dan menjadi Rp73.000 setelah pajak. Teksturnya lembut, kaya rasa susu, dan memiliki cita rasa gurih (umami). Houjicha Milk: Rp53.000, menjadi Rp63.000 setelah pajak. Minuman ini menggunakan bubuk teh hijau panggang dengan warna yang lebih gelap dibandingkan Matcha Milk.",1,Positif,"Tempat, Pelayanan, Rasa",4.0,perbaikan
Lokasi berada di lantai dasar dekat area acara. Mac and cheese sangat enak dengan rasa seperti saus karbonara. Matcha cenderung pahit sehingga dapat ditambahkan gula sesuai selera.,1,Positif,"Rasa, Tempat",4.0,perbaikan
Lezat.,1,Positif,Rasa,5.0,perbaikan
"Kuromitsu terasa seperti kopi, dipadukan dengan es krim sangat enak.",1,Positif,Rasa,5.0,perbaikan
Kuromitsu latte dan pastry enak dan segar.,1,Positif,Rasa,5.0,perbaikan
"Kue coklat enak, matcha juga enak, pelayanan ramah.",1,Positif,"Rasa, Pelayanan",5.0,perbaikan
"Kopi dan pastry enak, harga terjangkau.",1,Positif,"Rasa, Tempat",5.0,perbaikan
Kopi dan matcha enak.,1,Positif,Rasa,5.0,perbaikan
Koicha milk dan dirty matcha enak dengan rasa dominan matcha.,1,Positif,Rasa,5.0,perbaikan
"Kecewa karena menu habis dan oven rusak, serta pelayanan kurang ramah.",1,Positif,"Pelayanan, Rasa",2.0,perbaikan
Kafe yang nyaman dengan matcha berkualitas.,1,Positif,"Tempat, Rasa",5.0,perbaikan
Kafe menyediakan berbagai menu matcha dan es krim yang lezat meskipun harganya lebih mahal.,1,Positif,"Rasa, Harga",5.0,perbaikan
Ice cream enak.,1,Positif,Rasa,5.0,perbaikan
Ice cream dan mochi enak.,1,Positif,Rasa,5.0,perbaikan
"Hojicha milk enak, tetapi opera cake terlalu manis. Pelayanan sangat baik, staf responsif dan profesional.",1,Positif,"Rasa, Pelayanan",4.0,perbaikan
Hojicha milk enak dan direkomendasikan untuk dicoba.,1,Positif,Rasa,4.0,perbaikan
"Hojicha enak dan mochi wajib dicoba, staf ramah.",1,Positif,"Rasa, Pelayanan",5.0,perbaikan
Hojicha enak dan minuman segar.,1,Positif,Rasa,5.0,perbaikan
Green tea terbaik.,1,Positif,Rasa,5.0,perbaikan
"Gerai matcha di Gandaria City ini berasal dari Singapura. Awalnya saya mengira tempatnya kecil, namun ternyata cukup lega dan luas. Saya memesan matcha latte dan warabi mochi. Presentasinya sangat baik dan rasanya pun enak. Warabi mochi dapat dipadukan antara rasa matcha dan kinako. Jujur, saya lebih menyukai varian kinako karena rasa matcha-nya terlalu dominan. Untuk matcha latte tentu terasa nikmat; saya memesan dengan tingkat gula 30% sesuai dengan rekomendasi. Staf di bagian kasir cukup penuh perhatian. Namun, ada salah satu pramusaji perempuan yang berperawakan tinggi bersikap kurang ramah dan minim senyum. Di sini pelanggan dapat meminta akses Wi-Fi dan tersedia cukup banyak stopkontak.",1,Positif,"Tempat, Pelayanan, Rasa",5.0,perbaikan
Es krimnya sangat enak dan menjadi yang terbaik.,1,Positif,Rasa,4.0,perbaikan
Es krim matcha enak dengan rasa balance.,1,Positif,Rasa,5.0,perbaikan
Enak.,1,Positif,Rasa,5.0,perbaikan
"Enak, staf ramah, tempat nyaman.",1,Positif,"Rasa, Tempat, Pelayanan",5.0,perbaikan
"Enak, nyaman, dan sepadan.",1,Positif,"Rasa, Tempat, Harga",5.0,perbaikan
"Enak, matchanya terasa autentik, pelayanan nyaman.",1,Positif,"Rasa, Pelayanan",5.0,perbaikan
Enak sekali.,1,Positif,Rasa,5.0,perbaikan
"Enak sekali, senang ada toko khusus matcha.",1,Positif,Rasa,5.0,perbaikan
"Enak sekali, matchanya autentik.",1,Positif,Rasa,5.0,perbaikan
Enak dan tempat nyaman.,1,Positif,"Tempat, Rasa",5.0,perbaikan
"Enak dan tempat nyaman, dessert enak.",1,Positif,"Rasa, Tempat",5.0,perbaikan
Enak dan segar.,1,Positif,Rasa,5.0,perbaikan
Enak banget.,1,Positif,Rasa,5.0,perbaikan
Disarankan mencoba ceremonial matcha dengan gula rendah karena menggunakan matcha premium. Makanan juga enak.,1,Positif,Rasa,5.0,perbaikan
Dirty matcha enak dan mochi juga oke.,1,Positif,Rasa,5.0,perbaikan
Dessert enak dan balance.,1,Positif,Rasa,5.0,perbaikan
"Dessert dan minuman enak dengan rasa matcha yang kuat. Pelayanan ramah, informatif, dan cepat.",1,Positif,"Rasa, Pelayanan",5.0,perbaikan
Dessert autentik.,1,Positif,Rasa,5.0,perbaikan
Croissant sangat enak.,1,Positif,Rasa,5.0,perbaikan
Croissant enak dan konsep kafe menarik karena bisa melihat proses matcha.,1,Positif,"Rasa, Tempat",5.0,perbaikan
Cocok untuk WFC.,1,Positif,Tempat,5.0,perbaikan
Cocok untuk pecinta matcha.,1,Positif,Umum,5.0,perbaikan
"Cheesecake-nya sangat lezat dengan tingkat keasaman yang pas dan tidak membuat enek. Lapisan matcha di atasnya cukup tebal dan manis; kemungkinan hal tersebut dimaksudkan untuk menyeimbangkan rasa asam dari cheesecake-nya. Opera matcha juga terasa pas di lidah. Namun, lapisan gulanya agak tebal dan terlalu manis sehingga sedikit mengganggu, padahal rasa cake-nya sendiri enak. Akhirnya, saya hanya menikmati bagian cake-nya saja. Matcha milk-nya terasa sangat pas dan enak. Untuk minuman double chocolate, rasa dark chocolate-nya lezat dan tidak terlalu manis sehingga tidak membuat enek. Saya juga memesan blueberry cheesecake untuk dibawa pulang (take away), namun belum sempat dicicipi. Secara keseluruhan, semua hidangan terasa memuaskan.",1,Positif,Rasa,4.0,perbaikan
Cheesecake matcha enak.,1,Positif,Rasa,5.0,perbaikan
"Cheesecake dan matcha enak, pelayanan cepat.",1,Positif,"Rasa, Pelayanan",5.0,perbaikan
Cake-nya enak.,1,Positif,Rasa,5.0,perbaikan
Banyak varian matcha untuk pecinta matcha.,1,Positif,Rasa,4.0,perbaikan
"Banyak tempat matcha yang overrated di Jakarta, dan ini yang paling mendekati yang saya coba di Jepang.",1,Positif,Rasa,5.0,perbaikan
Bagus.,1,Positif,Umum,5.0,perbaikan
Rasa matcha kuat dan umami.,1,Positif,Rasa,5.0,perbaikan
Affogato sangat baik.,1,Positif,Rasa,5.0,perbaikan
Terbaik.,1,Positif,Umum,5.0,perbaikan
Tempat matcha yang sangat bagus.,1,Positif,Tempat,5.0,perbaikan
Sudah tiga kali ke sini dan matchanya selalu enak.,1,Positif,Rasa,5.0,perbaikan
Snack dan minuman sangat enak.,1,Positif,Rasa,5.0,perbaikan
"Rasa dan pelayanan baik, staf menjelaskan dengan jelas.",1,Positif,"Rasa, Pelayanan",5.0,perbaikan
"Rasa 9, pelayanan 9.8, overall sangat baik.",1,Positif,"Rasa, Pelayanan",5.0,perbaikan
Pelayanan sangat baik dan perhatian.,1,Positif,Pelayanan,5.0,perbaikan
Mochinya enak.,1,Positif,Rasa,5.0,perbaikan
"Matcha, hojicha, dan mochi semuanya enak.",1,Positif,Rasa,5.0,perbaikan
Matcha enak dan pelayanan ramah.,1,Positif,"Rasa, Pelayanan",5.0,perbaikan
Matcha berkualitas dan pastry enak.,1,Positif,Rasa,5.0,perbaikan
Es krim matcha enak dan autentik.,1,Positif,Rasa,5.0,perbaikan
"Tempat terbaik untuk menikmati berbagai matcha, pelayanan dan ambience sangat baik.",1,Positif,"Tempat, Pelayanan, Rasa",5.0,perbaikan
Tempat menarik dengan konsep matcha. Minuman koicha milk memiliki aroma yang lebih kuat dibandingkan varian lain. Kue wortel kurang lembut dan terlalu manis.,1,Positif,"Rasa, Tempat",5.0,perbaikan
Tempat luas dengan banyak pilihan menu. Matcha strawberry milk enak dengan rasa balance.,1,Positif,"Rasa, Tempat",5.0,perbaikan
"Seperti biasa, ketika mengunjungi kedai kopi atau teh, saya memesan dark chocolate dan croissant ham & keju. Tempatnya tidak terlalu besar dan lebih berfokus pada menu matcha, tetapi tetap menyediakan minuman non-matcha seperti kopi dan cokelat sehingga tetap cocok bagi yang tidak menyukai matcha. Area duduk berada di dalam ruangan dan terbagi menjadi dua bagian. Hot chocolate cukup baik, tetapi kurang kuat. Croissant ham & keju lezat dengan tekstur renyah di luar dan lembut di dalam. Pelayanan baik, namun harga relatif mahal.",1,Positif,"Rasa, Tempat, Pelayanan, Harga",3.0,perbaikan
"Sudah sejak lama saya sangat ingin berkunjung ke tempat ini. Namun, saat datang tadi, saya merasa kecewa dengan pelayanan staf pria di bagian kasir yang bersikap kurang ramah. Saya merasa tidak nyaman saat sedang melihat menu di area kasir; seolah-olah pelanggan tidak diperbolehkan untuk melihat menu terlebih dahulu. Kami sempat duduk sebentar, tetapi akhirnya kami memutuskan untuk mencari tempat lain saja.",0,Negatif,Pelayanan,2.0,perbaikan
"Saya merasa penasaran dengan gerai matcha asal Singapura ini saat berkunjung ke Gandaria City. Lokasinya berada di lantai dasar dan pilihan menunya meliputi matcha, kopi, maupun minuman non-kopi lainnya. Mereka bahkan menyediakan cake, croissant, hingga hidangan utama. Area tempat duduknya cukup luas dan suasananya cukup nyaman. Para staf sangat informatif, ramah, dan cukup responsif. Berikut adalah menu yang saya coba: Butter Croissant (Rp25.000) Kualitas butter croissant ini cukup baik. Saya memilih untuk menyajikannya dalam keadaan hangat. Rasanya tidak terlalu dominan mentega, namun aromanya harum. Ukurannya pun cukup besar. Carrot Cake Menu ini adalah pesanan teman yang saya cicipi. Rasanya standar, cukup baik namun tidak terlalu istimewa. Tekstur cake bukan jenis yang lembap (moist), tetapi setidaknya tidak sulit untuk ditelan. Krimnya padat dengan hiasan gula bubuk (icing sugar) berbentuk wortel di atasnya. Matcha Milk (Rp53.000) Matcha ini bukan kategori premium. Saya menggunakan sedikit gula sehingga rasanya cenderung pahit-manis (bitter sweet). Menurut saya ini masih cukup baik karena tidak terlalu dominan susu, namun kualitas tehnya serupa dengan merek kompetitor meski harganya jauh lebih mahal, walaupun takaran matcha di sini lebih banyak. Menurut saya, harganya cenderung terlalu mahal. Ice Signature Koicha (Rp85.000) Jujur, saya terkejut karena harganya sangat mahal. Rasa matcha-nya memang lebih pekat dan gurih (umami). Karakter rasanya berbeda dengan matcha yang digunakan pada menu matcha milk. Namun, saya sudah pernah mencoba merek lain yang kualitasnya setara tetapi lebih terjangkau. Kesimpulan: Secara keseluruhan, saya memahami bahwa ini merupakan merek asal Singapura sehingga harganya lebih mahal dibandingkan merek lokal. Namun, karena saya sudah menemukan kedai matcha lokal yang harganya lebih murah dengan rasa yang setara, menurut saya harga di sini terlalu tinggi dibandingkan kualitasnya. Bagi saya, cukup mencobanya sekali saja.",0,Negatif,"Rasa, Tempat, Harga, Pelayanan",3.0,perbaikan
"Saya mencoba matcha parfait. Meskipun rasanya sedikit terlalu pahit bagi selera saya, menurut saya itulah cita rasa yang autentik. Tempat ini menawarkan desain yang mewah dan modern.",0,Negatif,Rasa,5.0,perbaikan
"Saya memesan untuk dibawa pulang karena pesanan tersebut ditujukan bagi teman-teman saya. Menurut saya, harganya terlalu mahal dibandingkan dengan produk sejenis, meskipun rasa matcha-nya enak. Pengemasan untuk dibawa pulang juga tidak sesuai dengan harga dan tingkat kafe ini. Pesanan hanya diberikan kantong plastik bening dan wadah gelas yang direkatkan dengan selotip agar tidak tumpah. Jika dibandingkan dengan gerai kopi populer lainnya, mereka menyediakan kantong kertas dan wadah gelas yang lebih layak. Gelas yang digunakan pun polos dengan material plastik yang sangat tipis. Untuk layanan bawa pulang, pihak pengelola harus mempertimbangkan kembali kualitas pengemasan agar sesuai dengan kelas kafe ini, mengingat harganya yang berada di atas rata-rata.",0,Negatif,"Rasa, Harga",3.0,perbaikan
"Saya memesan ochiha matcha, namun ternyata minuman ini benar-benar tidak ada rasa manisnya. Rasa matcha-nya memang sangat kuat, tetapi terasa sangat pahit sehingga tidak dapat dinikmati. Harganya pun tergolong mahal untuk ukuran minuman tersebut. Rasanya sangat pahit, padahal saya baru pertama kali mencobanya.",0,Negatif,"Rasa, Harga",3.0,perbaikan
Rasanya biasa saja dan cenderung kurang memuaskan. Saya hanya ingin mencobanya sekali dan tidak berencana untuk berkunjung kembali.,0,Negatif,Rasa,2.0,perbaikan
Rasa mochi-nya sangat mengecewakan dan harganya mahal—jauh lebih mahal dibandingkan harga mochi berkualitas di Jepang. Saya menyarankan untuk tidak mencoba mochi-nya karena tidak sebanding dengan harganya.,0,Negatif,"Rasa, Harga",3.0,perbaikan
"Lebih banyak airnya, tidak creamy sama sekali, harganya mahal tetapi tidak sebanding. Rasanya sangat cair seperti minum air teh biasa.",0,Negatif,"Rasa, Harga",2.0,perbaikan
"Kualitas cake-nya pun biasa saja dan rasa matcha-nya kurang kuat, tidak seperti di cabang Kelapa Gading. Apakah hal ini karena gerai ini masih baru sehingga masih dalam tahap penyesuaian formula yang tepat? Suasana kafe tergolong ramai, kemungkinan karena promosi yang masif di berbagai media; saya pun termasuk salah satu pelanggan yang tertarik setelah melihat iklan di Instagram. Saat sudah duduk, saya diminta pindah oleh pelayan dengan alasan meja tersebut telah dipesan (reserved), padahal tidak ada tanda reservasi sebelumnya. Setelah pindah, pelayan melakukan kesalahan dalam mengantarkan pesanan sebanyak dua kali. Hal ini mungkin terjadi karena tidak adanya nomor meja seperti biasanya. Kembali lagi, mungkin karena gerai ini baru dibuka, sehingga sistem maupun kesiapan staf dirasa belum maksimal. Untuk saat ini, saya memberikan penilaian bintang tiga terlebih dahulu.",0,Negatif,"Rasa, Pelayanan",3.0,perbaikan
Kopi kurang memuaskan.,0,Negatif,Rasa,4.0,perbaikan
"Ini adalah kali kedua saya mencoba Matchaya dan kunjungan pertama saya ke cabang Gandaria City. Saya menikmati minuman yang saya beli pada kunjungan sebelumnya, namun kali ini sangat mengecewakan. Kami memesan yuzu tea dan hojicha latte yang total harganya mencapai sekitar Rp130.000. Harga minuman tersebut sangat mahal dan tidak sebanding dengan kualitasnya. Hojicha latte rasanya hanya seperti susu dengan es dan pewarna cokelat, sedangkan yuzu tea rasanya seperti teh hitam biasa dengan sedikit aroma lemon. Dengan harga tersebut, saya bisa mendapatkan minuman yang jauh lebih baik di Uki atau Chon Tea. Bubuk yang digunakan pada hojicha latte sangat sedikit. Menu lemonade cooler di Starbucks jauh lebih unggul daripada yuzu tea di sini, bahkan harganya pun lebih murah. Selain itu, kami harus menunggu sekitar 20 menit untuk pesanan tersebut. Saya memahami bahwa waktu tunggu tersebut normal untuk gerai matcha, namun pesanan saya tidak mengandung matcha sehingga seharusnya tidak memakan waktu selama itu. Sayangnya, saya tidak akan kembali berkunjung.",0,Negatif,"Rasa, Harga, Pelayanan",1.0,perbaikan
"Harganya sangat mahal, dua gelas matcha seharga Rp186.000. Rasanya pun biasa saja, serupa dengan matcha yang harganya di bawah Rp50.000.",0,Negatif,"Rasa, Harga",1.0,perbaikan
"Es krim enak, tetapi tidak diperbolehkan duduk meskipun tersedia kursi kosong.",0,Negatif,"Rasa, Pelayanan",1.0,perbaikan
"Area ruangan di sini cukup terbatas. Kami sempat kesulitan mencari tempat duduk dan sepertinya separuh dari area tempat ini telah dipesan oleh sebuah biro perjalanan. Kami akhirnya berhasil mendapatkan kursi saat ada pelanggan lain yang baru saja pergi. Namun, saat saya duduk, seorang pelayan menghampiri saya dan mengatakan bahwa meja tersebut telah dipesan. Padahal, saya tidak melihat adanya tanda reservasi dan saya jelas merupakan orang pertama yang menempati meja tersebut setelah pelanggan sebelumnya pergi. Saya memutuskan untuk tidak memperpanjang masalah dan merelakan meja tersebut. Akhirnya, kami memilih untuk membawa pulang minuman tersebut, tetapi pengalaman tersebut sangat tidak menyenangkan.",0,Negatif,"Tempat, Pelayanan",3.0,perbaikan
Antrian panjang dan harga mahal.,0,Negatif,Harga,4.0,perbaikan
"Sangat mengecewakan. Staf tidak profesional dan banyak terjadi miskomunikasi terkait ketersediaan menu, kemungkinan karena kekurangan staf. Tempat tidak tertata rapi dan bahan makanan disimpan sembarangan di ruang terbuka. Saya memesan daiou pan rasa matcha cokelat, namun dibuatkan rasa keju. Setelah selesai, staf baru menginformasikan bahwa rasa cokelat habis, tidak sesuai dengan informasi saat pembayaran. Akhirnya saya harus menunggu koordinasi staf, dan ternyata rasa cokelat tersedia. Sayangnya, rasa matcha-nya kurang kuat dibandingkan cabang PVJ. Untuk mochi montblanc, rasa es krim vanilanya sangat aneh dengan aroma durian yang tidak seharusnya ada. Chocolate cake-nya pun sudah berbau dan rasanya tidak enak. Tolong tingkatkan kinerja staf, kebersihan alat, serta area penyimpanan bahan. Kurang direkomendasikan.",0,Negatif,"Pelayanan, Tempat, Rasa",nan,perbaikan
Mohon diperhatikan kembali pelayanannya karena kasirnya sangat tidak ramah. Kualitas makanan yang enak menjadi tidak berarti jika pelayanannya buruk.,0,Negatif,Pelayanan,nan,perbaikan
"Saya sudah tiga kali membeli cheese coin di sini, namun rasanya selalu aneh, bentuknya tidak bagus, dan porsi kejunya lebih sedikit. Terkadang ada rasa hangus atau asam, sangat berbeda dari biasanya. Saya kira hanya sugesti, ternyata memang kualitasnya konsisten buruk. Padahal cabang PVJ sangat enak dengan porsi keju yang banyak.",0,Negatif,Rasa,nan,perbaikan
"Saya datang pukul 20.40 WIB untuk membeli takoyaki, namun diinformasikan sudah habis. Cukup mengecewakan padahal jam operasional berakhir pukul 22.00 WIB.",0,Negatif,"Rasa, Pelayanan",nan,perbaikan
"Meskipun makanannya enak, kasirnya sangat tidak ramah. Saat saya memanggil, staf tersebut hanya merespons dengan lirikan mata tanpa etika yang baik. Sebagai pekerja di bidang hospitalitas, saya merasa hal tersebut sangat tidak pantas. Mohon perbaiki etika dan pelayanan, terutama staf kasir tersebut.",0,Negatif,"Rasa, Pelayanan",nan,perbaikan
"Waktu menunggu terlalu lama, sangat mengecewakan.",0,Negatif,Pelayanan,nan,perbaikan
Pengalaman keseluruhan sangat buruk.,0,Negatif,Rasa,nan,perbaikan
"Saya mengalami diare setelah mengonsumsi iced matcha lemonade yang lemonnya sepertinya sudah tidak segar. Meskipun dipesan dengan tingkat gula rendah, rasanya sama sekali tidak manis. Es krimnya juga memiliki aroma durian yang aneh. Suasana tempat bagus, namun kendali mutunya sangat kurang.",0,Negatif,"Rasa, Tempat",nan,perbaikan
"Untuk pesanan daring, mohon jangan membiasakan menunggu pengemudi tiba baru mulai dibuat. Jika tidak siap melayani pesanan daring, sebaiknya aplikasi dimatikan saja.",0,Negatif,Pelayanan,nan,perbaikan
Pelayanannya kurang fokus. Mulai dari masalah mesin EDC hingga staf yang lebih banyak mengobrol sehingga pesanan takoyaki yang seharusnya sudah selesai harus ditunggu kembali. Pelayanannya sangat lambat.,0,Negatif,Pelayanan,nan,perbaikan
Staf bernama Reza bekerja sangat lambat dan tidak ramah. Saya menunggu 40 menit padahal tidak ada pelanggan lain saat itu.,0,Negatif,Pelayanan,nan,perbaikan
"Menunggu 40 menit hanya untuk es krim. Saat dikonfirmasi, pelayan justru bersikap tidak acuh. Sangat mengecewakan dan tidak fokus.",0,Negatif,Pelayanan,nan,perbaikan
"Penyajiannya sangat lambat, es krim sudah mencair, dan tidak tersedia suntikan cokelat. Pelayanan di cabang Paskal mengecewakan, berbeda dengan cabang Ciwalk yang lebih baik.",0,Negatif,"Pelayanan, Rasa",nan,perbaikan
"Hanya unggul di tampilan gerai saja. Proses pembuatan lambat, rasa takoyaki terlalu manis, dan guritanya alot. Harganya pun cukup mahal.",0,Negatif,"Tempat, Pelayanan, Rasa, Harga",nan,perbaikan
"Pilihan menu makanan dan minuman belum banyak, namun secara keseluruhan enak. Sayangnya, pelayanan lama dan metode pembayaran nontunai sering bermasalah.",0,Negatif,"Rasa, Pelayanan, Harga",nan,perbaikan
